🇨🇳󠁧󠁢󠁥󠁮央视频道,#genre#
湖南卫视,http://117.148.179.162/PLTV/88888888/224/3221230824/index.m3u8
湖南卫视,http://39.135.32.24:6610/000000001000/1000000001000009115/1.m3u8?xtkg?zweid
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8?zweid
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8?zweid
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8?zweid
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8?zweid
湖南卫视,http://111.40.196.30/PLTV/88888888/224/3221225554/index.m3u8?zweimd
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8?zweimd
湖南卫视,http://117.148.179.163/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://117.148.179.135/TVOD/88888888/224/3221230206/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/index.m3u8?fmt=ts2hls
湖南卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls
湖南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225674/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225549/index.m3u8?fmt=ts2hls
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225521/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hnwshd/4000000/mnf.m3u8?dt_dapp=1
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
湖南卫视,http://yd-m-l.cztv.com/channels/lantian/channel01/360p.m3u8?k=9a3c6262617bb137b19d7ed358f7430c&t=1571581414
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
湖南卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
湖南卫视,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8?fmt=ts2hls
湖南卫视,http://183.207.255.197/live/program/live/cqws/1300000/mnf.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1
湖南卫视,http://140.207.241.2:8080/live/program/live/gdwshd/4000000/mnf.m3u8
湖南卫视,http://125.210.152.19:9090/live/hzgq-dftvgq-h264.m3u8
湖南卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225701/index.m3u8
湖南卫视,http://119.167.231.18/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225590/index.m3u8
湖南卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225699/index.m3u8
湖南卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225740/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225699/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225740/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225549/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225566/index.m3u8
湖南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230232/index.m3u8
湖南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231729/1.m3u8
湖南卫视,http://117.148.179.157/PLTV/88888888/224/3221231729/index.m3u8
湖南卫视,http://117.148.179.157/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.157/PLTV/88888888/224/3221230232/index.m3u8
湖南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225701/index.m3u8?
湖南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225718/index.m3u8?
湖南卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225675/index.m3u8?
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225742/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225722/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226201/index.m3u8
湖南卫视,http://39.134.193.100:6610/030000001001/dongfangstv/1.m3u8?$移动超清1080P
湖南卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1?$移动超清1080P
湖南卫视,http://39.135.55.13:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖南卫视,http://39.135.55.72:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖南卫视,http://39.135.55.72:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1&IASHttpSessionId=OTT
湖南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/btws/1300000/mnf.m3u8
湖南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/xjws/1300000/mnf.m3u8
湖南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnws/1300000/mnf.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
湖南卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221225741/index.m3u8
湖南卫视,http://migu.jilu8.cn/3221232912/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225648/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225641/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225623/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225629/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225543/index.m3u8
湖南卫视,http://39.135.34.144:8080/000000001000/1000000001000028357/index.m3u8?test/PLTV/=02
湖南卫视,http://39.135.34.144:8080/000000001000/1000000002000017827/index.m3u8?test/PLTV/=02
湖南卫视,http://140.207.241.2:8080/live/program/live/sdwshd/4000000/mnf.m3u8
湖南卫视,http://39.134.65.183/PLTV/88888888/224/3221225869/1.m3u8
湖南卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8
湖南卫视,http://125.210.152.19:9090/live/hszx-qhtv-h264.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8
广东卫视,http://stream-shbu.bestvcdn.com:8080/live/program/live/gdwshd/4000000/mnf.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8$江西宜春8M
广东卫视,http://117.148.179.141:80/PLTV/88888888/224/3221231891/1.m3u8
广东卫视,http://111.63.117.13:6060/030000001000/G_GUANGDONG/G_GUANGDONG.m3u8
广东卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1?$移动超清1080P
广东卫视,http://117.148.179.141:80/PLTV/88888888/224/3221231891/1.m3u8?$咪咕移动1080P
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8
广东卫视,http://111.20.33.93/TVOD/88888893/224/3221226216/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://migu.jilu8.cn/3221231502/index.m3u8
广东卫视,http://migu.jilu8.cn/3221231891/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1
广东卫视,http://39.135.32.24:6610/000000001000/1000000001000028357/1.m3u8?xtkg?zweid
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1?zweid
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8?zweimd
广东卫视,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8?zweimd
广东卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8?zweimd
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225516/index.m3u8
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225572/index.m3u8
广东卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225724/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225531/index.m3u8
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225600/index.m3u8
广东卫视,http://39.134.65.181/PLTV/88888888/224/3221225880/1.m3u8
广东卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广东卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8
广东卫视,http://39.134.65.181/PLTV/88888888/224/3221225886/1.m3u8
广东卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225601/index.m3u8?fmt=ts2hls
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1
广东卫视,http://140.207.241.2:8080/live/program/live/dnwshd/4000000/mnf.m3u8
广东卫视,http://111.63.117.13:6060/030000001000/G_XINJIANG/G_XINJIANG.m3u8
广东卫视,http://111.59.189.40:8445/tsfile/live/0121_1.m3u8
广东卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/zjwshd/2300000/mnf.m3u8
广东卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000020780&livemode=1&stbId=2&channel-id=ystenlive
广东卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000030159&livemode=1&stbId=2&channel-id=ystenlive
广东卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000004684&livemode=1&stbId=2&channel-id=ystenlive
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225539/index.m3u8?fmt=ts2hls
广东卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbwshd/2300000/mnf.m3u8
广东卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1?$移动超清1080P
广东卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8?$全网高清720P
广东卫视,http://117.148.179.152:80/PLTV/88888888/224/3221231802/1.m3u8?$咪咕移动1080P
广东卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225734/index.m3u8
广东卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225698/index.m3u8
广东卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227246/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广东卫视,http://140.207.241.3:8080/live/program/live/zjwshd/4000000/mnf.m3u8
广东卫视,http://140.207.241.3:8080/live/program/live/jswshd/4000000/mnf.m3u8
广东卫视,http://39.135.138.59:18890/TVOD/88888910/224/3221225659/index.m3u8
南方卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221226203/index.m3u8
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u8?$移动标清576P
南方卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/608917627
南方卫视,http://migu.jilu8.cn/3221232923/index.m3u8
南方卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-nanfangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
南方卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1&IASHttpSessionId=OTT
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u8
南方卫视,http://39.134.65.164/PLTV/88888888/224/3221225869/1.m3u8
南方卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8?$移动高清720P
南方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225537/index.m3u8?fmt=ts2hls
南方卫视,http://111.40.196.31/PLTV/88888888/224/3221225637/index.m3u8
深圳卫视,http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8$江西宜春8M
深圳卫视,http://111.63.117.13:6060/030000001000/G_SHENZHEN/G_SHENZHEN.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8?$移动超清1080P
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8?$移动蓝光1080P
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227242/index.m3u8?servicetype=1
深圳卫视,http://111.20.33.93/TVOD/88888893/224/3221226205/index.m3u8
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://119.51.151.124:808/hls/67/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
深圳卫视,http://39.135.32.24:6610/000000001000/1000000001000011645/1.m3u8?xtkg?zweid
深圳卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1?zweid
深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8?zweimd
深圳卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8?zweimd
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225598/index.m3u8?fmt=ts2hls
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225734/index.m3u8
深圳卫视,http://111.20.33.93/TVOD/88888893/224/3221226246/index.m3u8
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225567/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
深圳卫视,http://111.20.33.93/TVOD/88888893/224/3221226388/index.m3u8
深圳卫视,http://111.20.33.93/TVOD/88888893/224/3221225821/index.m3u8
深圳卫视,http://111.40.196.9/PLTV/88888888/224/3221225528/index.m3u8
深圳卫视,http://111.40.196.9/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8
深圳卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8
深圳卫视,http://39.134.65.173/PLTV/88888888/224/3221225865/1.m3u8
深圳卫视,http://140.207.241.3:8080/live/program/live/hddfws/4000000/d1.m3u8
深圳卫视,http://39.134.65.173/PLTV/88888888/224/3221225859/1.m3u8
深圳卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://39.134.65.162/PLTV/88888888/224/3221225668/1.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
深圳卫视,http://111.20.33.93/TVOD/88888893/224/3221226210/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8?fmt=ts2hls
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8
深圳卫视,http://140.207.241.2:8080/live/program/live/nmgws/1300000/mnf.m3u8
深圳卫视,http://125.210.152.19:9090/live/hzgq-jxwsgq-h264.m3u8
深圳卫视,http://111.63.117.13:6060/030000001000/DNWS/DNWS.m3u8
深圳卫视,http://119.167.231.18/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225506/index.m3u8
深圳卫视,http://111.59.189.40:8445/tsfile/live/0132_1.m3u8
深圳卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hbwshd/2300000/mnf.m3u8
深圳卫视,http://39.135.32.236:6610/PLTV/77777777/224/3221225734/index.m3u8?
深圳卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000024621&livemode=1&stbId=2&channel-id=ystenlive
深圳卫视,http://140.207.241.2:8080/live/program/live/jlws/1300000/mnf.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226196/index.m3u8
深圳卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/2300000/mnf.m3u8
深圳卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1?$移动超清1080P
深圳卫视,http://117.148.179.177:80/PLTV/88888888/224/3221230215/1.m3u8?$咪咕移动1080P
深圳卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8?$全网高清720P
深圳卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225692/index.m3u8
深圳卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://39.135.55.13:6610/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://39.135.55.72:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1&IASHttpSessionId=OTT
深圳卫视,http://140.207.241.3:8080/live/program/live/bjwshd/4000000/mnf.m3u8
深圳卫视,http://39.134.66.110/PLTV/88888888/224/3221225963/index.m3u8
深圳卫视,http://140.207.241.3:8080/live/program/live/jxwshd/4000000/mnf.m3u8
深圳卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8
深圳卫视,http://39.135.34.144:8080/000000001000/1000000001000000831/index.m3u8?test/PLTV/=02
深圳卫视,http://39.135.34.144:8080/000000001000/6603041244077933770/index.m3u8?test/PLTV/=02
深圳卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8
深圳卫视,http://125.210.152.19:9090/live/hszx-xjtv-h264.m3u8
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
广西卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634055160
广西卫视,http://111.40.196.35/PLTV/88888888/224/3221225518/index.m3u8
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1
广西卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225986/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广西卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-guangxistv/1.m3u8?IASHttpSessionId=OTT?zweimd
广西卫视,http://39.135.32.24:6610/000000001000/1000000002000019837/1.m3u8?xtkg?zweimd
广西卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8?zweimd
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225836/index.m3u8?servicetype=1?zweimd
广西卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226207/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8?fmt=ts2hls
广西卫视,http://39.134.65.173/PLTV/88888888/224/3221225861/1.m3u8
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227244/index.m3u8?servicetype=1
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225851/index.m3u8?servicetype=1
广西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225873/index.m3u8?servicetype=1
广西卫视,http://111.63.117.13:6060/030000001000/AHWS/AHWS.m3u8
广西卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/gzws/1300000/mnf.m3u8
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225553/index.m3u8?fmt=ts2hls
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225733/index.m3u8
广西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225546/index.m3u8?fmt=ts2hls
广西卫视,http://39.135.55.72:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西卫视,http://39.135.55.13:6610/PLTV/88888888/224/3221227262/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西卫视,http://39.135.55.72:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西卫视,http://39.135.34.144:8080/000000001000/1000000002000018937/index.m3u8?test/PLTV/=02
广西卫视,http://111.40.196.9/PLTV/88888888/224/3221225546/index.m3u8
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226212/index.m3u8?fmt=ts2hls
海南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/lyws/1300000/mnf.m3u8
海南卫视,http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1?zweid
海南卫视,http://39.135.32.10:6610/000000001000/lvyoustv/1.m3u8?IASHttpSessionId=OTT?zweimd
海南卫视,http://39.135.32.24:6610/000000001000/7899627377857656087/1.m3u8?xtkg?zweimd
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8?zweimd
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225855/index.m3u8?servicetype=1?zweimd
海南卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8
海南卫视,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221226211/2/index.m3u8?fmt=ts2hls
海南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8?fmt=ts2hls
海南卫视,http://140.207.241.2:8080/live/program/live/hddfws/4000000/mnf.m3u8
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225583/index.m3u8?fmt=ts2hls
海南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225544/index.m3u8?fmt=ts2hls
海南卫视,http://39.135.55.13:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1&IASHttpSessionId=OTT
海南卫视,http://111.40.196.9/PLTV/88888888/224/3221225539/index.m3u8
海南卫视,http://39.135.34.144:8080/000000001000/6042486520432105075/index.m3u8?test/PLTV/=02
三沙卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227172/index.m3u8?servicetype=1
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8
三沙卫视,http://39.134.65.162/PLTV/88888888/224/3221225579/1.m3u8
三沙卫视,http://39.134.65.177/PLTV/88888888/224/3221225858/1.m3u8
三沙卫视,http://125.210.152.19:9090/live/hzgq-sdwsgq-h264.m3u8
三沙卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8?$移动蓝光1080P

《西南地区》
四川卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
四川卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/scws/1300000/mnf.m3u8
四川卫视,http://stream-shbu.bestvcdn.com:8080/live/program/live/scws/1300000/mnf.m3u8
四川卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225733/index.m3u8
四川卫视,http://39.135.55.7:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1?$移动超清1080P
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
四川卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630291417
四川卫视,http://111.40.196.34/PLTV/88888888/224/3221225562/index.m3u8
四川卫视,http://117.169.120.140:8080/live/sichuanstv/.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8?zweid
四川卫视,http://39.135.32.7:6610/000000001000/SD-4000k-576P-sichuanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
四川卫视,http://39.135.32.24:6610/000000001000/1000000002000016825/1.m3u8?xtkg?zweimd
四川卫视,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8?zweimd
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225835/index.m3u8?servicetype=1?zweimd
四川卫视,http://117.169.30.5:6610/PLTV/88888888/224/3221225611/2/index.m3u8?fmt=ts2hls
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8?fmt=ts2hls
四川卫视,http://112.17.40.247/PLTV/88888888/224/3221229377/index.m3u8
四川卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227059/index.m3u8?servicetype=1
四川卫视,http://117.148.179.175/TVOD/88888888/224/3221231447/index.m3u8
